Gene,Macaque gene name,Mouse gene name
TESK2,TESK2,Tesk2
CCDC163P,NA,NA
MMACHC,MMACHC,Mmachc
PRDX1,PRDX1,Prdx1
AKR1A1,AKR1A1,Akr1a1
"NASP","NASP",Nasp
CCDC17,GPBP1L1,Ccdc17
GPBP1L1,Gpbp1l1,NA
TMEM69,Tmem69,NA
TMEM69,Tmem69,NA
IPP,IPP,Ipp
MAST2,MAST2,Mast2
PIK3R3,PIK3R3,Pik3r3
RP4-533D7.4,NA,NA
RP4-533D7.5,NA,NA
TSPAN1,TSPAN1,Tspan1
POMGNT1,POMGNT1,Pomgnt1
LURAP1,LURAP1,Lurap1
RAD54L,RAD54L,Rad54l
LRRC41,LRRC41,Lrrc41
UQCRH,Uqcrh,NA
NSUN4,NA,NA
FAAH,FAAH,Faah
DMBX1,DMBX1,Dmbx1
RP11-49P4.7,NA,NA
MKNK1-AS1,NA,NA
MKNK1,MKNK1,Mknk1
MOB3C,MOB3C,Mob3c
ATPAF1,ATPAF1,Atpaf1
TEX38,TEX38,Tex38
EFCAB14,Efcab14,NA
EFCAB14,Efcab14,NA
CYP4B1,CYP4B1,Cyp4b1
CYP4A11,CYP4A11,Cyp4a31
CYP4A11,CYP4A11,Cyp4a30b
CYP4A11,CYP4A11,Cyp4a32
CYP4A11,CYP4A11,Cyp4a10
CYP4A11,CYP4A45,Cyp4a31
CYP4A11,CYP4A45,Cyp4a30b
CYP4A11,CYP4A45,Cyp4a32
CYP4A11,CYP4A45,Cyp4a10
CYP4X1,CYP4X1,Cyp4x1
CYP4A22-AS1,NA,NA
LINC00853,NA,NA
PDZK1IP1,Pdzk1ip1,NA
TAL1,TAL1,Tal1
RP1-18D14.7,NA,NA
STIL,STIL,Stil
CMPK1,Cmpk1,NA
CMPK1,Cmpk1,NA
LINC01389,NA,NA
FOXD2-AS1,NA,NA
FOXD2,FOXD2,Foxd2
TRABD2B,TRABD2B,Trabd2b
AL356289.1,NA,NA
SLC5A9,SLC5A9,Slc5a9
RP5-1024N4.4,NA,NA
SPATA6,SPATA6,Spata6
AGBL4,AGBL4,Agbl4
BEND5,Bend5,NA
RP11-141A19.1,NA,NA
ELAVL4,ELAVL4,Elavl4
RP11-567C20.2,NA,NA
RP11-567C20.3,NA,NA
DMRTA2,DMRTA2,Dmrta2
FAF1,FAF1,Faf1
CDKN2C,CDKN2C,Cdkn2c
LINC01562,NA,NA
RNF11,Rnf11,NA
RP11-296A18.6,NA,NA
TTC39A,TTC39A,Ttc39a
TTC39A-AS1,NA,NA
EPS15,EPS15,Eps15
RP11-253A20.1,NA,NA
RP11-191G24.1,NA,NA
OSBPL9,OSBPL9,Osbpl9
NRDC,NRDC,Nrd1
RP4-657D16.3,NA,NA
RP4-657D16.6,NA,NA
RAB3B,RAB3B,Rab3b
TXNDC12,Txndc12,NA
KTI12,KTI12,Kti12
RP11-91A18.4,NA,NA
TXNDC12-AS1,NA,NA
BTF3L4,BTF3L4,Btf3l4b
BTF3L4,BTF3L4,Btf3l4
ZFYVE9,ZFYVE9,Zfyve9
CC2D1B,CC2D1B,Cc2d1b
RP11-155O18.6,NA,NA
ORC1,ORC1,Orc1
PRPF38A,PRPF38A,Prpf38a
ZCCHC11,NA,NA
RP11-25O10.2,NA,NA
GPX7,GPX7,Gpx7
FAM159A,NA,NA
COA7,COA7,Coa7
ZYG11B,ZYG11B,Zyg11b
ZYG11A,ZYG11A,Zyg11a
ECHDC2,ECHDC2,Echdc2
SCP2,SCP2,Scp2
PODN,PODN,Podn
RP11-334A14.5,NA,NA
SLC1A7,SLC1A7,Slc1a7
RP11-334A14.8,NA,NA
CPT2,CPT2,Cpt2
RP5-1024G6.2,NA,NA
C1orf123,NA,NA
RP5-1024G6.7,NA,NA
MAGOH,Magoh,NA
RP5-1024G6.5,NA,NA
LRP8,LRP8,Lrp8
RP4-784A16.5,NA,NA
RP11-117D22.2,NA,NA
GLIS1,GLIS1,Glis1
NDC1,NDC1,Ndc1
YIPF1,Yipf1,NA
DIO1,DIO1,Dio1
HSPB11,HSPB11,Hspb11
LRRC42,LRRC42,Lrrc42
LDLRAD1,LDLRAD1,Ldlrad1
TMEM59,TMEM59,Tmem59
TCEANC2,TCEANC2,Tceanc2
CDCP2,CDCP2,Cdcp2
RP11-446E24.4,NA,NA
CYB5RL,CYB5RL,Cyb5rl
MRPL37,MRPL37,Mrpl37
SSBP3,SSBP3,Ssbp3
SSBP3-AS1,NA,NA
RP5-866L20.1,NA,NA
ACOT11,ACOT11,Acot11
FAM151A,FAM151A,Fam151a
MROH7,MROH7,Mroh7
MROH7-TTC4,NA,NA
TTC4,TTC4,Ttc4
PARS2,PARS2,Pars2
TTC22,TTC22,Ttc22
RP11-67L3.2,NA,NA
LEXM,LEXM,Lexm
DHCR24,DHCR24,Dhcr24
RP11-67L3.5,NA,NA
RP11-67L3.4,NA,NA
TMEM61,TMEM61,Tmem61
RP11-12C17.2,NA,NA
BSND,BSND,Bsnd
PCSK9,PCSK9,Pcsk9
USP24,USP24,Usp24
RP11-504A18.1,NA,NA
RP4-710M16.2,NA,NA
PLPP3,PLPP3,Plpp3
PRKAA2,PRKAA2,Prkaa2
C1orf168,NA,NA
C8A,C8A,C8a
C8B,C8B,C8b
RP5-1103B4.3,NA,NA
DAB1,DAB1,Dab1
RP6-102O10.1,NA,NA
DAB1-AS1,NA,NA
OMA1,OMA1,Oma1
TACSTD2,Tacstd2,NA
MYSM1,MYSM1,Mysm1
JUN,JUN,Jun
LINC01135,NA,NA
RP11-63G10.3,NA,NA
RP4-794H19.1,NA,NA
LINC01358,NA,NA
RP11-467C18.1,NA,NA
FGGY,FGGY,Fggy
RP4-782L23.2,NA,NA
HOOK1,HOOK1,Hook1
CYP2J2,CYP2J2,Cyp2j9
CYP2J2,CYP2J2,Cyp2j13
C1orf87,C1H1orf87,Gm12695
RP11-575B7.3,NA,NA
RP11-776H12.1,NA,NA
RP11-436K8.1,NA,NA
NFIA,NFIA,Nfia
NFIA-AS2,NA,NA
TM2D1,TM2D1,Tm2d1
RP11-430G17.3,NA,NA
INADL,NA,NA
L1TD1,L1TD1,L1td1
KANK4,KANK4,Kank4
USP1,USP1,Usp1
DOCK7,DOCK7,Dock7
ANGPTL3,ANGPTL3,Angptl3
RP11-230B22.1,NA,NA
ATG4C,ATG4C,Atg4c
RP4-771M4.3,NA,NA
FOXD3-AS1,NA,NA
FOXD3,FOXD3,Foxd3
ALG6,ALG6,Alg6
ITGB3BP,ITGB3BP,Itgb3bp
EFCAB7,Efcab7,NA
PGM1,PGM1,Pgm1
ROR1,ROR1,Ror1
ROR1-AS1,NA,NA
UBE2U,UBE2U,Ube2u
CACHD1,CACHD1,Cachd1
RAVER2,RAVER2,Raver2
JAK1,JAK1,Jak1
RP4-535B20.4,NA,NA
RP4-535B20.1,NA,NA
AK4,Ak4,NA
DNAJC6,DNAJC6,Dnajc6
RP5-1044H5.1,NA,NA
LEPROT,LEPROT,Leprot
LEPR,LEPR,Lepr
PDE4B,PDE4B,Pde4b
SGIP1,SGIP1,Sgip1
RP4-598P13.1,NA,NA
TCTEX1D1,NA,NA
INSL5,INSL5,Insl5
WDR78,NA,NA
MIER1,MIER1,Mier1
SLC35D1,SLC35D1,Slc35d1
C1orf141,C1H1orf141,4921539E11Rik
IL23R,IL23R,Il23r
IL12RB2,IL12RB2,Il12rb2
SERBP1,SERBP1,Serbp1
GADD45A,GADD45A,Gadd45a
GNG12,Gng12,NA
GNG12-AS1,NA,NA
DIRAS3,DIRAS3,NA
WLS,WLS,Wls
RPE65,RPE65,Rpe65
DEPDC1,DEPDC1,Depdc1a
RP4-694A7.2,NA,NA
DEPDC1-AS1,NA,NA
RP11-424D14.1,NA,NA
LRRC7,LRRC7,Lrrc7
RP11-181B18.1,NA,NA
LRRC40,LRRC40,Lrrc40
SRSF11,SRSF11,Srsf11
ANKRD13C,ANKRD13C,Ankrd13c
HHLA3,NA,NA
CTH,CTH,Cth
RP11-42O15.3,NA,NA
RP5-952N6.1,NA,NA
PTGER3,PTGER3,Ptger3
RP3-333A15.1,NA,NA
ZRANB2-AS1,NA,NA
ZRANB2,Zranb2,NA
ZRANB2,Zranb2,NA
NEGR1,NEGR1,Negr1
RP11-82L20.1,NA,NA
RP4-660H19.1,NA,NA
LRRIQ3,LRRIQ3,Lrriq3
FPGT,Fpgt,NA
FPGT-TNNI3K,NA,NA
TNNI3K,TNNI3K,Tnni3k
RP11-439H8.4,NA,NA
RP4-650F12.2,NA,NA
LRRC53,LRRC53,NA
ERICH3,ERICH3,Erich3
ERICH3-AS1,NA,NA
RP11-17E13.2,NA,NA
CRYZ,Cryz,NA
TYW3,TYW3,Tyw3
SLC44A5,SLC44A5,Slc44a5
RP4-682C21.5,NA,NA
ACADM,ACADM,Acadm
RABGGTB,RABGGTB,Rabggtb
MSH4,MSH4,Msh4
ST6GALNAC3,ST6GALNAC3,St6galnac3
RP5-1102E8.3,NA,NA
ST6GALNAC5,ST6GALNAC5,St6galnac5
RP4-564M11.2,NA,NA
PIGK,PIGK,Pigk
AK5,AK5,Ak5
ZZZ3,ZZZ3,Zzz3
USP33,USP33,Usp33
FAM73A,NA,NA
NEXN-AS1,NA,NA
NEXN,NEXN,Nexn
FUBP1,FUBP1,Fubp1
DNAJB4,DNAJB4,Dnajb4
GIPC2,GIPC2,Gipc2
RP11-386I14.4,NA,NA
PTGFR,PTGFR,Ptgfr
IFI44L,IFI44L,Ifi44l
IFI44,IFI44,Ifi44
ADGRL4,ADGRL4,Adgrl4
RP5-887A10.1,NA,NA
ADGRL2,ADGRL2,Adgrl2
LINC01361,NA,NA
RP11-475O6.1,NA,NA
RP5-836J3.1,NA,NA
TTLL7,TTLL7,Ttll7
RP11-486G15.2,NA,NA
PRKACB,PRKACB,Prkacb
SAMD13,SAMD13,Samd13
DNASE2B,DNASE2B,Dnase2b
RPF1,Rpf1,NA
GNG5,NA,NA
CTBS,CTBS,Ctbs
LINC01555,NA,NA
SSX2IP,SSX2IP,Ssx2ip
LPAR3,LPAR3,Lpar3
MCOLN2,MCOLN2,Mcoln2
WDR63,NA,NA
MCOLN3,MCOLN3,Mcoln3
SYDE2,SYDE2,Syde2
C1orf52,2410004B18Rik,NA
C1orf52,2410004B18Rik,NA
BCL10,BCL10,Bcl10
RP11-131L23.1,NA,NA
DDAH1,DDAH1,Ddah1
RP11-131L23.2,NA,NA
RP4-621F18.2,NA,NA
RP11-290M5.4,NA,NA
CYR61,NA,NA
ZNHIT6,ZNHIT6,Znhit6
COL24A1,COL24A1,NA
ODF2L,ODF2L,Odf2l
CLCA2,Clca2,NA
CLCA1,CLCA1,Clca1
CLCA4,CLCA4,Clca4b
CLCA4,CLCA4,Clca4a
RP4-651E10.4,NA,NA
RP4-612B15.3,NA,NA
SH3GLB1,SH3GLB1,Sh3glb1
SEP15,NA,NA
HS2ST1,HS2ST1,Hs2st1
RP4-604K5.3,NA,NA
RP5-1052I5.2,NA,NA
LINC01140,NA,NA
LMO4,LMO4,Lmo4
RP5-1027O11.1,NA,NA
PKN2-AS1,NA,NA
PKN2,PKN2,Pkn2
GTF2B,GTF2B,Gtf2b
CCBL2,NA,NA
RBMXL1,RBMXL1,Gm7324
RBMXL1,RBMXL1,Rbmxl1
GBP3,GBP3,NA
GBP1,NA,NA
GBP2,Gbp2,NA
GBP2,Gbp2b,NA
GBP7,GBP7,NA
GBP4,Gbp7,NA
GBP4,Gbp3,NA
GBP5,Gbp5,NA
GBP6,GBP6,Gbp8
GBP6,GBP6,Gbp11
GBP6,GBP6,Gbp9
GBP6,GBP6,Gbp10
GBP6,GBP6,Gbp4
GBP6,GBP6,Gbp6
LRRC8B,LRRC8B,Lrrc8b
FLJ27354,NA,NA
LRRC8C,LRRC8C,Lrrc8c
RP5-943J3.2,NA,NA
LRRC8D,LRRC8D,Lrrc8d
RP11-302M6.5,NA,NA
ZNF326,ZNF326,Zfp326
RP4-665J23.1,NA,NA
RP4-665J23.2,NA,NA
ZNF644,ZNF644,Zfp644
HFM1,HFM1,Hfm1
CDC7,CDC7,Cdc7
TGFBR3,TGFBR3,Tgfbr3
BRDT,BRDT,Brdt
EPHX4,Ephx4,NA
SETSIP,Set,NA
BTBD8,BTBD8,Btbd8
KIAA1107,NA,NA
RP4-621B10.8,NA,NA
GLMN,GLMN,Glmn
RPAP2,RPAP2,Rpap2
GFI1,GFI1,Gfi1
EVI5,EVI5,Evi5
RPL5,RPL5,NA
FAM69A,NA,NA
MTF2,MTF2,Mtf2
TMED5,TMED5,Tmed5
CCDC18,CCDC18,Ccdc18
DR1,Dr1,NA
FNBP1L,FNBP1L,Fnbp1l
BCAR3,BCAR3,Bcar3
RP5-1033H22.2,NA,NA
RP4-561L24.3,NA,NA
DNTTIP2,DNTTIP2,Dnttip2
GCLM,GCLM,Gclm
ABCA4,ABCA4,Abca4
ARHGAP29,ARHGAP29,Arhgap29
RP11-148B18.1,NA,NA
ABCD3,ABCD3,Abcd3
F3,F3,F3
SLC44A3,SLC44A3,Slc44a3
CNN3,CNN3,Cnn3
RP4-639F20.1,NA,NA
ALG14,Alg14,NA
RP11-313A24.1,NA,NA
TMEM56,NA,NA
TMEM56-RWDD3,NA,NA
RP11-57H12.3,NA,NA
RWDD3,RWDD3,Rwdd3
PTBP2,PTBP2,Ptbp2
DPYD,DPYD,Dpyd
DPYD-AS1,NA,NA
RP11-272L13.3,NA,NA
RP11-490G2.2,NA,NA
MIR137HG,NA,NA
SNX7,SNX7,Snx7
PLPPR5,PLPPR5,Plppr5
RP5-896L10.1,NA,NA
PLPPR4,PLPPR4,Plppr4
PALMD,PALMD,Palmd
FRRS1,FRRS1,Frrs1
AGL,AGL,Agl
RP5-884G6.2,NA,NA
SLC35A3,Slc35a3,NA
MFSD14A,SLC35A3,Mfsd14a
RP4-714D9.2,NA,NA
SASS6,SASS6,Sass6
TRMT13,TRMT13,Trmt13
LRRC39,LRRC39,Lrrc39
DBT,DBT,Dbt
RTCA-AS1,NA,NA
RTCA,RTCA,Rtca
CDC14A,CDC14A,Cdc14a
VCAM1,VCAM1,Vcam1
EXTL2,EXTL2,Extl2
RP4-549L20.3,NA,NA
SLC30A7,SLC30A7,Slc30a7
DPH5,DPH5,Dph5
RP11-421L21.2,NA,NA
RP11-421L21.3,NA,NA
RP4-575N6.4,NA,NA
S1PR1,S1PR1,S1pr1
LINC01307,NA,NA
RP11-411H5.1,NA,NA
OLFM3,OLFM3,Olfm3
COL11A1,COL11A1,Col11a1
RP11-153F1.1,NA,NA
RNPC3,RNPC3,Rnpc3
AMY2B,NA,NA
AMY2B,NA,NA
AMY2A,NA,NA
AMY2A,NA,NA
AMY1A,NA,NA
AMY1A,NA,NA
AMY1B,NA,NA
AMY1B,NA,NA
RP5-947P14.1,NA,NA
PRMT6,PRMT6,Prmt6
NTNG1,NTNG1,Ntng1
VAV3,VAV3,Vav3
VAV3-AS1,NA,NA
VAV3-AS1,NA,NA
RP11-356N1.2,NA,NA
SLC25A24,NA,NA
SLC25A24,SLC25A24,Slc25a24
RP11-483I13.5,NA,NA
FAM102B,FAM102B,Fam102b
HENMT1,HENMT1,Henmt1
PRPF38B,PRPF38B,NA
FNDC7,FNDC7,Fndc7
RP11-293A10.3,NA,NA
STXBP3,STXBP3,Stxbp3
AKNAD1,AKNAD1,Aknad1
RP11-475E11.9,NA,NA
SPATA42,NA,NA
GPSM2,GPSM2,Gpsm2
CLCC1,CLCC1,Clcc1
WDR47,WDR47,Wdr47
TAF13,TAF13,Taf13
RP5-1065J22.8,NA,NA
TMEM167B,NA,NA
SCARNA2,NA,NA
C1orf194,NA,NA
KIAA1324,NA,NA
SARS,NA,NA
CELSR2,CELSR2,Celsr2
PSRC1,PSRC1,Psrc1
MYBPHL,MYBPHL,Mybphl
SORT1,SORT1,Sort1
PSMA5,PSMA5,Psma5
SYPL2,SYPL2,Sypl2
ATXN7L2,ATXN7L2,Atxn7l2
CYB561D1,CYB561D1,Cyb561d1
AMIGO1,AMIGO1,Amigo1
GPR61,GPR61,Gpr61
RP5-1160K1.8,NA,NA
GNAI3,GNAI3,Gnai3
GNAT2,GNAT2,Gnat2
AMPD2,AMPD2,Ampd2
RP5-1160K1.6,NA,NA
GSTM4,Gstm4,NA
GSTM2,GSTM2,Gstm7
GSTM1,Gstm3,NA
GSTM1,Gstm2,NA
GSTM1,Gstm6,NA
GSTM1,Gstm1,NA
AC000032.2,NA,NA
GSTM5,NA,NA
RP4-735C1.4,NA,NA
GSTM3,GSTM3,Gstm5
EPS8L3,EPS8L3,Eps8l3
RP11-195M16.1,NA,NA
RP11-195M16.3,NA,NA
CSF1,CSF1,Csf1
AHCYL1,AHCYL1,Ahcyl1
STRIP1,STRIP1,Strip1
RP4-773N10.4,NA,NA
ALX3,ALX3,Alx3
SLC6A17,SLC6A17,Slc6a17
RP5-1028L10.1,NA,NA
RP5-1028L10.2,NA,NA
KCNC4-AS1,NA,NA
KCNC4,KCNC4,Kcnc4
RP5-1074L1.1,NA,NA
RBM15,RBM15,Rbm15
SLC16A4,SLC16A4,Slc16a4
RP5-1074L1.4,NA,NA
LAMTOR5,LAMTOR5,Lamtor5
PROK1,PROK1,Prok1
KCNA2,KCNA2,Kcna2
RP11-284N8.3,NA,NA
KCNA3,KCNA3,Kcna3
CD53,CD53,Cd53
RP11-96K19.2,NA,NA
LRIF1,LRIF1,Lrif1
RP11-96K19.5,NA,NA
DRAM2,Dram2,NA
CEPT1,CEPT1,Cept1
RP5-1180E21.4,NA,NA
RP5-1180E21.5,NA,NA
DENND2D,DENND2D,Dennd2d
CHI3L2,CHI3L2,NA
PIFO,PIFO,Pifo
OVGP1,OVGP1,Ovgp1
WDR77,Wdr77,NA
ATP5F1,NA,NA
C1orf162,C1H1orf162,I830077J02Rik
TMIGD3,TMIGD3,Tmigd3
ADORA3,Adora3,NA
RAP1A,RAP1A,Rap1a
LINC01160,NA,NA
FAM212B,NA,NA
FAM212B-AS1,NA,NA
DDX20,DDX20,Ddx20
KCND3,KCND3,Kcnd3
RP11-88H9.2,NA,NA
RP5-965F6.2,NA,NA
CTTNBP2NL,CTTNBP2NL,Cttnbp2nl
WNT2B,WNT2B,Wnt2b
RP4-671G15.2,NA,NA
ST7L,ST7L,St7l
CAPZA1,CAPZA1,Capza1
CAPZA1,CAPZA1,Capza1b
MOV10,MOV10,Mov10
RP11-426L16.3,NA,NA
RHOC,Rhoc,NA
PPM1J,PPM1J,Ppm1j
RP11-426L16.9,NA,NA
FAM19A3,NA,NA
LINC01356,NA,NA
RP3-522D1.1,NA,NA
SLC16A1,NA,NA
SLC16A1,SLC16A1,Slc16a1
SLC16A1-AS1,NA,NA
RP11-31F15.2,NA,NA
LRIG2,LRIG2,Lrig2
MAGI3,MAGI3,Magi3
PHTF1,PHTF1,Phtf1
RSBN1,RSBN1,Rsbn1
RP5-1073O3.2,NA,NA
PTPN22,PTPN22,Ptpn22
AP4B1-AS1,NA,NA
BCL2L15,BCL2L15,Bcl2l15
AP4B1,AP4B1,Ap4b1
DCLRE1B,DCLRE1B,Dclre1b
HIPK1-AS1,NA,NA
HIPK1,HIPK1,Hipk1
OLFML3,Olfml3,NA
SYT6,SYT6,Syt6
TRIM33,TRIM33,Trim33
BCAS2,BCAS2,Bcas2
DENND2C,DENND2C,Dennd2c
AMPD1,AMPD1,Ampd1
NRAS,NRAS,Nras
CSDE1,CSDE1,Csde1
SIKE1,SIKE1,Sike1
TSPAN2,TSPAN2,Tspan2
RP4-666F24.3,NA,NA
RP4-663N10.1,NA,NA
NGF,NGF,Ngf
VANGL1,VANGL1,Vangl1
CASQ2,CASQ2,Casq2
NHLH2,NHLH2,Nhlh2
RP11-12L8.1,NA,NA
SLC22A15,SLC22A15,Slc22a15
MAB21L3,MAB21L3,Mab21l3
RP5-1185H19.2,NA,NA
ATP1A1,ATP1A1,Atp1a1
RP4-655J12.4,NA,NA
RP5-1086K13.1,NA,NA
CD58,CD58,NA
IGSF3,IGSF3,Igsf3
CD2,CD2,Cd2
RP4-753F5.1,NA,NA
PTGFRN,PTGFRN,Ptgfrn
CD101,CD101,Cd101
RP11-27K13.3,NA,NA
TTF2,TTF2,Ttf2
TRIM45,TRIM45,Trim45
VTCN1,VTCN1,Vtcn1
RP11-188D8.1,NA,NA
MAN1A2,MAN1A2,Man1a2
AL157902.3,NA,NA
FAM46C,NA,NA
GDAP2,GDAP2,Gdap2
WDR3,WDR3,Wdr3
SPAG17,SPAG17,Spag17
TBX15,TBX15,Tbx15
WARS2,WARS2,Wars2
RP11-418J17.1,NA,NA
RP5-834N19.1,NA,NA
HSD3B2,HSD3B2,Hsd3b4
HSD3B2,HSD3B2,Hsd3b6
HSD3B2,HSD3B2,Hsd3b9
HSD3B2,HSD3B2,Hsd3b5
HSD3B2,HSD3B2,Hsd3b1
HSD3B2,HSD3B2,Hsd3b8
HSD3B2,HSD3B2,Hsd3b2
HSD3B2,HSD3B2,Hsd3b3
HSD3B1,HSD3B1,Hsd3b4
HSD3B1,HSD3B1,Hsd3b6
HSD3B1,HSD3B1,Hsd3b9
HSD3B1,HSD3B1,Hsd3b5
HSD3B1,HSD3B1,Hsd3b1
HSD3B1,HSD3B1,Hsd3b8
HSD3B1,HSD3B1,Hsd3b2
HSD3B1,HSD3B1,Hsd3b3
ZNF697,ZNF697,Zfp697
PHGDH,PHGDH,Phgdh
HMGCS2,HMGCS2,Hmgcs2
REG4,REG4,Reg4
NOTCH2,NOTCH2,Notch2
RP11-114O18.1,NA,NA
SEC22B,SEC22B,Sec22b
AC253572.1,NA,NA
NBPF26,NA,NA
PPIAL4A,NA,NA
AC241377.2,NA,NA
LINC00623,NA,NA
FCGR1B,NA,NA
RP11-439A17.9,NA,NA
RP11-439A17.4,NA,NA
FAM72B,Fam72a,NA
SRGAP2C,SRGAP2,Srgap2
SRGAP2-AS1,NA,NA
CH17-437K3.1,NA,NA
RP11-343N15.2,NA,NA
RP11-344P13.4,NA,NA
RP11-344P13.6,NA,NA
RP11-403I13.5,NA,NA
RP11-403I13.7,NA,NA
RP5-998N21.4,NA,NA
HIST2H3PS2,NA,NA
FAM72C,Fam72a,NA
IGKV1OR1-1,NA,NA
RP11-14N7.2,NA,NA
RP11-763B22.4,NA,NA
NBPF15,NA,NA
CH17-125A10.2,NA,NA
SRGAP2B,SRGAP2,Srgap2
FAM72D,Fam72a,NA
AC241585.2,NA,NA
CH17-373J23.1,NA,NA
RP11-89F3.2,NA,NA
NBPF20,NA,NA
GPR89A,Gpr89,NA
PDZK1,PDZK1,Pdzk1
CD160,CD160,Cd160
RNF115,RNF115,Rnf115
POLR3C,POLR3C,Polr3c
NUDT17,Nudt17,NA
PIAS3,Pias3,NA
ANKRD35,Ankrd35,NA
ITGA10,ITGA10,Itga10
RP11-315I20.3,NA,NA
PEX11B,PEX11B,Pex11b
RBM8A,RBM8A,Rbm8a2
RBM8A,RBM8A,Rbm8a
RP11-315I20.1,NA,NA
CH17-270A2.2,NA,NA
LIX1L,LIX1L,Lix1l
ANKRD34A,ANKRD34A,Ankrd34a
POLR3GL,POLR3GL,NA
TXNIP,TXNIP,Txnip
RP11-458D21.1,NA,NA
NBPF10,NA,NA
NOTCH2NL,NA,NA
CH17-353B19.1,NA,NA
AC243756.1,NA,NA
CH17-408M7.1,NA,NA
NBPF12,NA,NA
PRKAB2,PRKAB2,Prkab2
RP11-337C18.8,NA,NA
FMO5,FMO5,Fmo5
CHD1L,CHD1L,Chd1l
LINC00624,NA,NA
BCL9,BCL9,Bcl9
ACP6,ACP6,Acp6
GJA5,GJA5,Gja5
GPR89B,Gpr89,NA
RP6-74O6.2,NA,NA
XXyac-YX155B6.7,NA,NA
RP11-94I2.4,NA,NA
NBPF11,NA,NA
RP4-565E6.1,NA,NA
XXyac-YX155B6.5,NA,NA
RP11-495P10.6,NA,NA
RP11-495P10.3,NA,NA
RP6-74O6.6,NA,NA
LINC01138,NA,NA
RP11-495P10.1,NA,NA
AC245100.1,NA,NA
PPIAL4G,NA,NA
NBPF14,NA,NA
PDE4DIP,Pde4dip,NA
RP4-791M13.4,NA,NA
RP4-791M13.3,NA,NA
NBPF9,NA,NA
CH17-189H20.1,NA,NA
RP11-326G21.1,NA,NA
NBPF19,NA,NA
LINC00869,NA,NA
LINC00869,NA,NA
RP11-353N4.6,NA,NA
RP11-353N4.5,NA,NA
FAM231D,NA,NA
FCGR1A,FCGR1A,Fcgr1
HIST2H2BF,NA,NA
RP11-196G18.3,NA,NA
HIST2H3D,NA,NA
HIST2H4A,NA,NA
HIST2H2AA3,NA,NA
HIST2H2BE,NA,NA
RP11-196G18.24,NA,NA
HIST2H2AA4,NA,NA
HIST2H4B,NA,NA
RP11-196G18.23,NA,NA
HIST2H2AC,NA,NA
HIST2H2AB,NA,NA
BOLA1,BOLA1,Bola1
SV2A,SV2A,Sv2a
SF3B4,SF3B4,Sf3b4
MTMR11,MTMR11,Mtmr11
OTUD7B,OTUD7B,Otud7b
VPS45,VPS45,Vps45
PLEKHO1,PLEKHO1,Plekho1
ANP32E,ANP32E,Anp32e
RP4-790G17.7,NA,NA
CA14,CA14,Car14
APH1A,APH1A,Aph1a
C1orf54,C1H1orf54,BC028528
CIART,CIART,Ciart
MRPS21,MRPS21,Mrps21
PRPF3,PRPF3,Prpf3
RPRD2,RPRD2,Rprd2
TARS2,TARS2,Tars2
ECM1,ECM1,Ecm1
FALEC,NA,NA
RP11-54A4.2,NA,NA
ADAMTSL4,ADAMTSL4,Adamtsl4
MCL1,MCL1,Mcl1
ENSA,ENSA,Ensa
GOLPH3L,GOLPH3L,Golph3l
HORMAD1,HORMAD1,Hormad1
CTSS,CTSS,Ctss
CTSK,Ctsk,NA
ARNT,ARNT,Arnt
SETDB1,SETDB1,Setdb1
CERS2,CERS2,Cers2
RP11-316M1.12,NA,NA
RP11-316M1.3,NA,NA
ANXA9,ANXA9,Anxa9
FAM63A,NA,NA
PRUNE,NA,NA
BNIPL,BNIPL,Bnipl
C1orf56,C1H1orf56,Gm128
CDC42SE1,CDC42SE1,Cdc42se1
MLLT11,Mllt11,NA
GABPB2,GABPB2,Gabpb2
SEMA6C,SEMA6C,Sema6c
TNFAIP8L2,TNFAIP8L2,Tnfaip8l2
SCNM1,SCNM1,Scnm1
LYSMD1,LYSMD1,Lysmd1
TMOD4,TMOD4,Tmod4
VPS72,VPS72,Vps72
PIP5K1A,PIP5K1A,Pip5k1a
PSMD4,PSMD4,Psmd4
RP11-126K1.2,NA,NA
ZNF687,ZNF687,Zfp687
PI4KB,PI4KB,Pi4kb
RP11-126K1.9,NA,NA
RFX5,RFX5,Rfx5
RP11-126K1.6,NA,NA
SELENBP1,SELENBP1,Selenbp1
SELENBP1,SELENBP1,Selenbp2
PSMB4,PSMB4,Psmb4
POGZ,POGZ,Pogz
CGN,Cgn,NA
TUFT1,TUFT1,Tuft1
RP11-404E16.1,NA,NA
SNX27,SNX27,Snx27
RP11-98D18.1,NA,NA
CELF3,CELF3,Celf3
RIIAD1,RIIAD1,Riiad1
RP11-98D18.15,NA,NA
MRPL9,MRPL9,Mrpl9
OAZ3,OAZ3,Oaz3
RP11-98D18.3,NA,NA
RP11-98D18.16,NA,NA
TDRKH,TDRKH,Tdrkh
RP11-98D18.9,NA,NA
RP11-98D18.17,NA,NA
LINGO4,LINGO4,Lingo4
RORC,RORC,Rorc
C2CD4D,C2CD4D,C2cd4d
AL450992.2,NA,NA
THEM4,Them4,NA
S100A10,S100A10,S100a10
AL591893.1,NA,NA
S100A11,S100a11,NA
S100A11,S100a11,NA
TCHH,TCHH,Tchh
AL589986.2,NA,NA
RPTN,RPTN,Rptn
FLG-AS1,NA,NA
RP11-107M16.2,NA,NA
HRNR,Hrnr,NA
FLG,Flg,NA
